frame,has_traffic_light,has_pedestrian,has_vehicle,px_traffic_light,px_pedestrian,px_vehicle
016240,True,False,False,47,0,0
016250,True,False,False,88,0,5
016260,True,False,False,302,0,0
016270,True,False,True,309,1,217
016280,True,False,True,309,3,1505
016290,True,False,True,309,2,1893
016300,True,False,True,309,0,2078
016310,True,False,True,309,0,4800
016320,True,False,True,309,0,710
016330,True,False,True,309,0,1327
016340,True,False,True,309,0,4465
016350,True,False,True,309,1,175
016360,True,False,True,309,2,171
016370,True,False,True,309,1,190
016380,True,False,True,309,1,190
016390,True,False,True,309,0,173
016400,True,False,True,309,0,172
016410,True,False,True,574,0,187
016420,False,False,True,25,2,258
016430,False,False,True,30,3,357
016440,True,False,True,71,0,527
016450,False,False,True,14,1,286
016460,False,False,True,28,1,564
016470,True,False,True,47,0,1872
016480,True,False,True,55,0,12345
016490,True,False,True,74,0,5744
016500,True,False,True,97,0,10476
016510,True,False,True,97,0,10475
016520,True,False,True,97,0,10478
016530,True,False,True,97,0,10488
016540,True,False,True,97,0,10493
016550,True,False,True,97,0,10469
016560,True,False,True,97,0,6934
016570,True,False,True,116,0,2224
016580,True,False,True,291,0,1937
016590,True,False,True,1000,0,1822
016600,True,False,True,92,0,3135
016610,True,False,False,165,0,0
016620,True,False,False,58,0,0
016630,True,False,False,286,0,0
016640,False,False,False,4,0,0
016650,False,False,False,5,0,0
016660,False,False,True,16,0,58
016670,False,False,True,22,0,126
016680,True,False,True,44,0,238
016690,True,False,True,78,0,418
016700,True,False,True,210,0,8778
016710,True,False,True,599,0,644
016720,True,False,False,88,0,38
016730,True,False,False,124,0,33
016740,False,False,True,16,0,62
016750,False,False,True,11,0,348
016760,False,False,True,30,0,378
016770,True,False,True,49,0,550
016780,True,False,True,50,0,855
016790,True,False,True,115,0,1315
016800,True,False,True,196,0,1314
016810,True,False,True,560,0,902
016820,True,False,True,556,0,980
016830,True,False,True,556,0,316
016840,True,False,True,556,0,171
016850,True,False,True,556,0,171
016860,True,False,True,556,0,156
016870,True,False,True,556,0,183
016880,True,False,True,556,0,101
016890,True,False,True,556,0,188
016900,True,False,True,556,0,344
016910,True,False,True,556,0,328
016920,True,False,True,556,0,443
016930,True,False,True,556,0,502
016940,True,False,True,556,0,1145
016950,True,False,True,556,0,421
016960,True,False,True,556,0,700
016970,True,False,True,556,0,189
016980,True,False,True,556,0,186
016990,True,False,True,556,0,416
017000,True,False,True,556,0,402
017010,True,False,False,556,0,20
017020,True,False,True,556,0,441
017030,True,False,True,556,0,1434
017040,True,False,True,556,0,1358
017050,True,False,True,556,0,2414
017060,True,False,True,556,0,2012
017070,True,False,True,556,0,2817
017080,True,False,True,556,0,2214
017090,True,False,True,556,0,1484
017100,True,False,True,556,0,1263
017110,True,False,True,556,0,941
017120,True,False,True,556,0,282
017130,True,False,True,556,0,323
017140,True,False,True,556,0,102
017150,True,False,True,556,0,91
017160,True,False,True,625,0,75
017170,True,False,False,40,0,6
017180,True,False,False,80,0,0
017190,True,False,False,172,0,0
017200,True,False,True,147,0,347
017210,False,False,True,0,0,1657
017220,False,False,True,0,0,272
017230,False,False,True,0,0,1029
017240,False,False,False,0,0,0
017250,False,False,False,0,0,0
017260,False,False,True,9,4,95
017270,False,False,True,19,14,103
017280,False,False,True,13,4,149
017290,False,False,True,24,4,198
017300,False,False,True,26,7,241
017310,False,False,True,18,8,382
017320,False,False,True,29,13,703
017330,True,False,True,53,16,1812
017340,True,False,True,62,18,2835
017350,True,False,True,43,17,8031
017360,True,False,True,40,22,11458
017370,True,False,True,40,21,11490
017380,True,False,True,40,19,11564
017390,True,False,True,40,5,11599
017400,True,False,True,40,25,11438
017410,True,False,True,40,25,11412
017420,True,False,True,40,29,11437
017430,True,False,True,40,34,11427
017440,True,False,True,40,29,11430
017450,True,False,True,40,32,11451
017460,True,False,True,40,35,11466
017470,True,True,True,40,41,11382
017480,True,True,True,40,41,11211
017490,True,True,True,40,42,6643
017500,True,True,True,52,46,3347
017510,True,True,True,66,78,3312
017520,True,True,True,114,122,3112
017530,True,True,True,274,244,3625
017540,True,True,True,942,612,2952
017550,True,False,True,88,0,3038
017560,True,False,True,144,0,4613
017570,True,False,True,56,0,66
017580,True,False,True,431,0,93
017590,False,False,True,0,0,85
017600,False,False,True,0,0,122
017610,False,False,True,0,0,188
017620,False,False,True,0,0,254
017630,False,False,True,0,0,381
017640,False,False,False,0,0,0
017650,False,False,False,0,0,0
017660,False,False,False,0,0,0
017670,False,True,True,0,180,93
017680,False,True,True,0,256,57
017690,False,False,True,0,0,53
017700,False,False,True,3,2,44
017710,False,False,False,0,1,39
017720,False,False,True,0,5,52
017730,False,False,True,0,6,61
017740,False,False,True,1,14,95
017750,False,False,True,0,21,146
017760,False,True,True,0,43,260
017770,False,True,True,0,209,358
017780,False,True,True,0,538,394
017790,False,False,True,0,26,511
017800,False,False,True,0,32,658
017810,False,True,True,0,75,1217
017820,False,True,True,0,340,3168
017830,False,False,True,0,0,5362
017840,False,False,True,16,36,2056
017850,False,True,True,16,117,826
017860,False,True,True,26,295,920
017870,False,True,True,22,114,1183
017880,False,True,True,24,301,1804
017890,True,True,True,46,952,2548
017900,True,False,True,51,27,5928
017910,True,False,True,67,35,9046
017920,True,False,True,67,36,11501
017930,True,False,True,67,35,12150
017940,True,False,True,69,30,11005
017950,True,False,True,75,0,5647
017960,True,True,True,116,58,5887
017970,True,False,True,228,0,6146
017980,True,False,True,799,0,5875
017990,True,False,True,86,0,4923
018000,True,False,True,158,0,3548
018010,True,False,True,224,0,1830
018020,True,True,True,299,532,3463
018030,False,False,True,20,0,14469
018040,True,False,True,42,1,352
018050,True,False,True,78,1,621
018060,True,False,True,81,2,620
018070,True,False,True,81,2,618
018080,True,False,True,81,1,612
018090,True,False,True,82,1,907
018100,True,False,True,82,1,1133
018110,True,False,True,82,2,1039
018120,True,False,True,82,2,2281
018130,True,False,True,82,0,10627
018140,True,False,True,81,0,604
018150,True,False,True,81,4,604
018160,True,False,True,81,4,603
018170,True,False,True,80,0,603
018180,True,False,True,80,0,607
018190,True,False,True,80,0,609
018200,True,False,True,80,0,609
018210,True,False,True,80,0,613
018220,True,False,True,80,0,570
018230,True,False,True,155,0,585
018240,True,False,True,289,0,507
018250,True,False,True,1287,0,524
018260,False,False,True,26,0,495
018270,True,False,True,44,0,478
018280,True,False,True,130,0,845
018290,False,False,True,6,0,2707
018300,False,False,True,12,0,13727
018310,False,False,True,12,1,10121
018320,False,False,True,18,1,132
018330,False,False,True,31,2,155
018340,False,False,True,37,2,188
018350,True,False,True,51,0,260
018360,True,False,True,56,1,326
018370,True,False,True,79,1,445
018380,True,False,True,129,13,1039
018390,True,False,True,214,13,3624
018400,True,False,True,211,14,3645
018410,True,False,True,211,13,3682
018420,True,False,True,211,16,3682
018430,True,False,True,211,15,3743
018440,True,False,True,211,17,3731
018450,True,False,True,211,17,3752
018460,True,False,True,210,20,3807
018470,True,False,True,213,20,3863
018480,True,False,True,213,19,3987
018490,True,False,True,212,23,4475
018500,True,False,True,212,22,9343
018510,True,False,True,212,21,3728
018520,True,False,True,212,21,3731
018530,True,False,True,212,13,3730
018540,True,False,True,212,16,3748
018550,True,False,True,213,28,3732
018560,True,False,True,213,32,3743
018570,True,False,True,216,32,3754
018580,True,False,True,217,35,3763
018590,True,False,True,217,35,3748
018600,True,True,True,217,41,3749
018610,True,True,True,214,43,3761
018620,True,True,True,216,47,3741
018630,True,True,True,218,52,3748
018640,True,True,True,215,57,3725
018650,True,True,True,214,61,3726
018660,True,True,True,216,72,3721
018670,True,True,True,218,73,3186
018680,True,True,True,219,95,1099
018690,True,True,True,468,139,822
018700,True,True,True,2977,251,819
018710,False,True,True,39,597,958
018720,True,False,True,43,0,837
018730,True,False,True,44,0,535
018740,True,False,True,146,0,911
018750,True,False,True,55,0,2106
018760,True,False,True,82,0,12277
018770,True,False,True,97,0,8898
018780,True,False,True,146,0,2076
018790,True,False,True,213,0,6508
018800,True,False,True,255,0,6291
018810,True,False,True,253,0,10440
018820,True,False,True,253,0,4993
018830,True,False,True,253,0,5476
018840,True,False,True,253,0,7567
018850,True,False,True,253,0,13963
018860,True,False,True,253,0,11746
018870,True,False,True,253,0,4744
018880,True,False,True,253,0,7293
018890,True,False,True,253,0,13018
018900,True,False,True,253,0,14419
018910,True,False,True,253,0,4156
018920,True,False,True,253,0,4033
018930,True,False,True,253,0,3933
018940,True,False,True,253,0,3723
018950,True,False,True,253,0,3723
018960,True,False,True,253,0,4020
018970,True,False,True,253,0,3984
018980,True,False,True,259,0,1534
018990,True,False,True,459,0,1585
019000,True,False,True,3613,0,1483
019010,True,False,True,101,0,1042
019020,True,False,False,163,0,0
019030,False,False,False,0,0,0
019040,False,False,True,2,0,2070
019050,False,False,True,5,0,8453
019060,False,False,False,7,0,34
019070,False,False,False,9,0,5
019080,False,False,True,13,0,50
019090,False,False,False,4,0,4
019100,False,False,False,8,0,0
019110,False,False,False,4,0,0
019120,False,False,False,0,0,0
019130,False,False,False,0,0,0
019140,False,False,False,0,0,0
019150,False,False,False,0,0,0
019160,False,False,False,37,0,0
019170,False,False,True,35,12,176
019180,True,False,True,70,11,263
019190,True,False,True,178,14,151
019200,True,False,False,495,14,11
019210,False,False,False,17,24,11
019220,False,False,False,22,21,10
019230,True,False,False,44,29,11
019240,True,False,False,394,36,14
019250,False,True,False,0,42,3
019260,False,True,False,0,93,0
019270,False,False,False,0,0,24
019280,False,False,True,0,0,114
019290,False,False,True,0,0,650
019300,False,False,True,0,0,211
019310,False,False,False,0,0,0
019320,False,False,False,0,0,0
019330,False,True,False,0,109,0
019340,False,False,False,0,0,0
019350,False,False,False,0,0,0
019360,False,False,True,20,0,731
019370,False,False,True,11,1,2136
019380,False,False,True,21,2,342
019390,False,False,True,33,1,843
019400,True,False,True,53,3,1704
019410,True,False,True,77,4,4005
019420,True,False,True,99,1,12372
019430,True,False,True,103,4,11116
019440,True,False,True,103,5,12449
019450,True,False,True,103,2,10893
019460,True,False,True,103,4,10903
019470,True,False,True,103,7,11148
019480,True,False,True,103,0,11420
019490,True,False,True,103,5,10772
019500,True,False,True,103,5,10779
019510,True,False,True,103,2,10785
019520,True,False,True,103,6,10789
019530,True,False,True,103,5,10789
019540,True,False,True,103,5,10934
019550,True,False,True,103,8,10942
019560,True,False,True,103,5,10987
019570,True,False,True,103,10,12025
019580,True,False,True,103,5,7374
019590,True,False,True,128,4,2515
019600,True,False,True,306,11,2057
019610,True,False,True,1557,10,1914
019620,False,False,True,38,6,1097
019630,False,False,True,32,10,653
019640,True,False,True,106,23,265
019650,False,False,True,15,5,2392
019660,False,False,True,36,8,10709
019670,True,False,True,57,8,2010
019680,True,False,True,164,11,79
019690,True,False,True,384,9,102
019700,True,False,True,382,14,123
019710,True,False,True,382,10,124
019720,True,False,True,382,13,124
019730,True,False,True,535,12,124
019740,True,False,True,84,14,163
019750,True,False,True,135,23,234
019760,True,False,True,217,31,395
019770,False,False,True,36,0,374
019780,True,False,True,61,0,2923
019790,True,False,False,181,0,1
019800,True,False,False,428,0,2
019810,True,False,False,448,0,3
019820,True,False,False,448,0,3
019830,True,False,False,448,0,3
019840,True,False,False,448,0,3
019850,True,False,False,448,0,3
019860,True,False,False,448,0,3
019870,True,False,False,448,21,3
019880,True,True,False,540,332,5
019890,True,True,False,55,85,1
019900,True,True,False,121,185,1
019910,False,True,False,0,529,4
019920,False,False,False,9,0,22
019930,False,False,False,8,0,14
019940,False,False,False,7,0,27
019950,False,False,False,16,0,33
019960,False,False,True,24,0,62
019970,True,False,True,41,0,105
019980,True,False,True,56,0,272
019990,True,False,True,64,0,442
020000,True,False,True,66,0,447
020010,True,False,True,65,0,461
020020,True,False,True,65,0,454
020030,True,False,True,79,0,390
020040,True,False,True,121,0,370
020050,True,False,True,214,0,347
020060,True,False,True,537,0,379
020070,False,False,True,24,0,376
020080,True,False,True,40,0,275
020090,True,False,True,68,0,274
020100,True,False,True,135,0,557
020110,True,False,True,53,0,2216
020120,True,False,True,81,0,10111
020130,True,False,True,107,0,569
020140,True,False,True,120,0,570
020150,True,False,True,122,0,568
020160,True,False,True,123,0,559
020170,True,False,True,121,0,559
020180,True,False,True,121,0,558
020190,True,False,True,120,0,599
020200,True,False,True,120,0,581
020210,True,False,True,125,0,632
020220,True,False,True,126,0,624
020230,True,False,True,129,0,752
020240,True,False,True,129,0,795
020250,True,False,True,129,0,950
020260,True,False,True,130,0,1394
020270,True,False,True,129,0,6254
020280,True,False,True,130,0,1014
020290,True,False,True,121,0,2922
020300,True,False,True,122,0,7016
020310,True,False,True,123,0,1171
020320,True,False,True,124,0,1124
020330,True,False,True,121,0,959
020340,True,False,True,158,0,417
020350,True,False,True,296,0,375
020360,True,False,True,776,0,472
020370,True,False,True,850,0,517
020380,True,False,True,104,0,585
020390,True,False,False,186,0,0
020400,False,False,False,0,0,0
020410,False,False,True,0,0,410
020420,False,False,True,1,0,1087
020430,False,False,True,7,0,2735
020440,False,False,True,9,0,6163
020450,False,False,True,3,0,188
020460,False,False,True,9,0,114
020470,False,False,True,4,0,153
020480,False,False,True,8,0,313
020490,False,False,True,0,0,4773
020500,False,False,True,0,0,83
020510,False,False,True,0,0,142
020520,False,False,True,0,0,301
020530,False,False,False,0,0,0
020540,False,False,True,25,3,274
020550,False,False,True,31,1,275
020560,True,False,True,90,2,499
020570,True,False,True,217,3,320
020580,True,False,True,799,0,379
020590,False,False,True,26,1,347
020600,False,False,True,34,1,353
020610,True,False,True,41,4,496
020620,True,False,True,369,26,2134
020630,False,False,True,30,38,14968
020640,True,True,True,52,64,384
020650,True,True,True,68,103,631
020660,True,True,True,128,196,868
020670,True,True,True,188,449,1186
020680,True,True,True,402,240,1821
020690,True,True,True,101,55,2262
020700,True,True,True,149,100,98
020710,True,True,True,218,146,85
020720,True,False,True,175,0,239
020730,True,False,True,66,8,798
020740,True,False,True,84,8,128
020750,True,False,True,219,0,103
020760,True,False,False,406,0,16
020770,True,False,False,406,0,16
020780,True,False,False,406,0,16
020790,True,False,False,748,0,0
020800,True,False,False,70,0,0
020810,True,False,False,130,0,0
020820,False,False,False,0,0,0
020830,False,False,True,19,0,1892
020840,True,False,True,71,0,5999
020850,True,False,True,121,0,8295
020860,True,False,True,289,0,448
020870,True,False,True,1416,0,778
020880,True,False,False,91,0,0
020890,True,False,False,138,0,0
020900,True,False,True,184,0,1546
020910,False,False,True,0,33,9011
020920,False,True,False,0,86,0
020930,False,False,False,0,5,0
020940,False,False,False,0,0,0
020950,False,False,False,0,0,0
020960,False,False,False,0,0,0
020970,False,False,False,0,0,0
020980,False,False,False,0,0,0
020990,False,False,False,0,0,6
021000,False,False,False,0,0,12
021010,False,False,False,0,0,5
021020,False,False,False,0,0,14
021030,False,False,False,0,0,26
021040,False,False,True,0,1,124
021050,False,False,False,0,2,25
021060,False,False,True,0,8,139
021070,False,False,True,0,0,113
021080,False,False,True,0,0,137
021090,False,False,True,0,0,241
021100,False,False,True,0,0,157
021110,False,False,True,0,0,170
021120,False,False,True,0,0,256
021130,False,False,True,0,0,364
021140,False,False,True,9,16,138
021150,False,False,True,19,19,147
021160,False,False,True,36,29,273
021170,False,False,True,19,31,386
021180,True,True,True,49,121,360
021190,True,True,True,86,328,741
021200,True,False,True,235,20,922
021210,True,False,True,374,3,1096
021220,True,False,True,373,2,967
021230,True,False,True,373,4,906
021240,True,False,True,373,2,890
021250,True,False,True,373,0,842
021260,True,False,True,373,2,744
021270,True,False,True,373,3,702
021280,True,False,True,373,4,353
021290,True,False,True,373,4,136
021300,True,False,True,373,4,114
021310,True,False,True,373,5,95
021320,True,False,True,373,5,74
021330,True,False,True,373,5,74
021340,True,False,True,373,5,74
021350,True,False,True,373,5,453
021360,True,False,True,373,5,420
021370,True,False,True,373,3,430
021380,True,False,True,373,3,522
021390,True,False,True,373,3,558
021400,True,False,True,373,3,631
021410,True,False,True,373,3,932
021420,True,False,True,373,3,6164
021430,True,False,True,373,5,264
021440,True,False,True,373,3,266
021450,True,False,True,373,6,264
021460,True,False,True,373,5,265
021470,True,False,True,373,5,265
021480,True,False,True,373,2,267
021490,True,False,True,373,1,268
021500,True,False,True,373,6,269
021510,True,False,True,373,6,268
021520,True,False,True,373,6,272
021530,True,False,True,373,7,279
021540,True,False,True,409,5,275
021550,True,False,True,3145,6,220
021560,True,False,True,127,0,124
021570,True,False,True,273,0,130
021580,True,False,True,161,0,167
021590,False,False,True,33,0,476
021600,True,False,True,66,0,2455
021610,True,False,True,209,0,383
021620,True,True,True,1285,65,356
021630,True,True,True,107,90,347
021640,True,False,True,175,0,336
021650,True,False,True,94,0,511
021660,False,False,True,0,0,1703
021670,False,False,True,0,0,7160
021680,False,False,True,0,0,243
021690,False,False,False,0,0,0
021700,False,False,False,0,0,0
021710,False,False,False,0,0,0
021720,False,False,True,2,10,192
021730,False,False,True,2,11,109
021740,False,False,True,2,15,1098
021750,False,False,True,0,26,73
021760,False,True,True,2,44,68
021770,False,True,True,4,203,90
021780,False,False,True,8,15,143
021790,False,False,True,13,38,233
021800,False,True,True,15,103,592
021810,False,True,True,30,556,9576
021820,False,False,True,39,3,1186
021830,True,False,True,69,2,2112
021840,True,False,True,96,0,5544
021850,True,False,True,141,0,12282
021860,True,False,True,141,0,12368
021870,True,False,True,141,0,12378
021880,True,False,True,141,0,12551
021890,True,False,True,141,0,13161
021900,True,False,True,141,0,22951
021910,True,False,True,141,0,12387
021920,True,False,True,141,0,12467
021930,True,False,True,141,0,12759
021940,True,False,True,141,0,13208
021950,True,False,True,141,0,12544
021960,True,False,True,141,0,12202
021970,True,False,True,141,0,12196
021980,True,False,True,141,0,12194
021990,True,False,True,141,0,12047
022000,True,False,True,142,0,4600
022010,True,False,True,189,0,2605
022020,True,False,True,651,0,2445
022030,True,False,True,75,1,2731
022040,True,False,True,119,2,3273
022050,True,False,True,175,1,326
022060,True,False,True,174,23,1062
022070,False,False,True,35,10,2154
022080,True,False,True,56,17,880
022090,True,True,True,69,45,1385
022100,True,True,True,83,52,1371
022110,True,True,True,93,72,1579
022120,True,True,True,111,70,1899
022130,True,True,True,162,95,2772
022140,True,True,True,252,161,3528
022150,True,True,True,294,184,4277
022160,True,True,True,295,209,4270
022170,True,True,True,295,242,4068
022180,True,True,True,294,225,3657
022190,True,True,True,295,201,2194
022200,True,True,True,295,164,362
022210,True,True,True,295,144,142
022220,True,True,True,295,172,94
022230,True,True,True,295,169,77
022240,True,True,True,295,175,65
022250,True,True,True,295,96,59
022260,True,True,True,295,170,63
022270,True,True,True,295,185,81
022280,True,True,False,295,215,25
022290,True,True,False,295,203,10
022300,True,True,False,295,169,33
022310,True,True,True,295,331,49
022320,True,True,True,295,422,78
022330,True,True,True,295,534,104
022340,True,True,True,295,652,105
022350,True,True,True,295,550,42
022360,True,True,True,295,631,56
022370,True,True,True,295,966,67
022380,True,True,True,295,1315,94
022390,True,True,True,295,1555,58
022400,True,True,True,295,1933,58
022410,True,True,True,295,793,58
022420,True,False,True,295,2,58
022430,True,False,True,295,0,58
022440,True,False,True,295,3,58
022450,True,False,False,490,0,33
022460,True,False,True,107,5,79
022470,True,False,True,149,14,65
022480,True,False,True,195,13,93
022490,True,False,True,220,1,160
022500,True,False,True,68,29,218
022510,True,False,True,102,0,264
022520,True,False,True,295,0,138
022530,True,False,True,441,0,98
022540,True,False,True,441,0,262
022550,True,False,True,441,0,435
022560,True,False,True,441,0,401
022570,True,False,True,441,0,522
022580,True,False,True,441,0,5372
022590,True,False,True,441,0,98
022600,True,False,False,680,0,39
022610,True,False,False,56,0,0
022620,True,False,False,110,0,0
022630,True,False,False,144,0,0
022640,True,False,True,499,0,1252
022650,False,False,True,7,0,12566
022660,False,False,True,19,0,136
022670,False,False,True,19,0,202
022680,False,False,True,28,0,694
022690,True,False,True,40,0,662
022700,True,False,True,90,0,12795
022710,True,False,True,108,0,562
022720,True,False,True,108,0,567
022730,True,False,True,109,0,565
022740,True,False,True,109,0,565
022750,True,False,True,109,0,562
022760,True,False,True,108,0,563
022770,True,False,True,109,0,572
022780,True,False,True,112,0,605
022790,True,False,True,113,0,604
022800,True,False,True,113,0,616
022810,True,False,True,114,0,630
022820,True,False,True,114,0,633
022830,True,False,True,114,0,626
022840,True,False,True,114,0,621
022850,True,False,True,115,0,595
022860,True,False,True,114,0,574
022870,True,False,True,116,0,572
022880,True,False,True,116,0,573
022890,True,False,True,116,0,577
022900,True,False,True,98,0,487
022910,True,False,True,150,0,484
022920,True,False,True,238,7,383
022930,True,False,True,684,0,361
022940,True,False,True,96,0,262
022950,True,False,True,147,0,278
022960,True,False,True,182,1,247
022970,False,True,False,39,55,0
022980,True,True,True,92,89,430
022990,True,True,True,249,368,753
023000,True,True,True,379,512,877
023010,True,True,True,378,484,2127
023020,True,True,True,378,327,2525
023030,True,True,True,378,438,2653
023040,True,True,True,378,388,2642
023050,True,True,True,449,404,2714
023060,True,True,True,1940,790,4158
023070,True,True,True,69,820,4813
023080,True,False,False,106,0,0
023090,False,False,False,0,0,0
023100,False,False,False,21,0,0
023110,False,False,True,15,0,372
023120,False,False,False,28,0,0
023130,True,False,False,54,0,0
023140,True,False,False,177,0,0
023150,True,False,False,1025,0,0
023160,True,False,False,73,0,0
023170,True,False,False,122,0,0
023180,True,False,False,141,0,0
023190,False,False,False,0,16,0
023200,False,False,False,0,20,0
023210,False,False,False,0,35,0
023220,False,True,False,0,64,0
023230,False,True,False,0,126,0
023240,False,True,False,0,375,0
023250,False,False,False,0,0,9
023260,False,False,False,0,0,10
023270,False,False,True,4,0,1627
023280,False,False,False,2,0,19
023290,False,False,False,2,0,18
023300,False,False,False,3,0,22
023310,False,False,True,4,0,42
023320,False,False,True,9,0,109
023330,False,False,True,18,0,523
023340,False,False,True,34,0,51
023350,True,False,True,126,1,109
023360,True,False,True,429,0,359
023370,True,False,True,84,1,6435
023380,True,False,False,144,0,0
023390,True,False,False,41,1,0
023400,True,False,False,267,2,0
023410,False,False,False,0,6,0
023420,False,False,False,0,0,0
023430,False,True,False,0,91,0
023440,False,False,False,0,0,0
023450,False,False,False,0,0,0
023460,False,False,False,10,0,26
023470,False,False,False,22,3,36
023480,False,False,True,20,2,68
023490,False,False,True,24,3,57
023500,False,False,True,21,7,76
023510,False,False,False,22,12,20
023520,False,False,True,30,4,49
023530,True,False,True,51,6,106
023540,True,False,True,64,33,173
023550,True,True,False,138,55,35
023560,True,True,True,381,93,47
023570,True,True,False,380,75,29
023580,True,True,False,380,165,37
023590,True,True,False,380,203,29
023600,True,True,False,380,207,29
023610,True,True,False,380,208,29
023620,True,True,False,380,186,29
023630,True,True,False,380,178,29
023640,True,True,False,380,170,25
023650,True,True,False,380,174,29
023660,True,True,False,380,181,30
023670,True,True,True,380,206,41
023680,True,True,True,380,234,51
023690,True,True,True,380,201,72
023700,True,True,True,380,170,90
023710,True,True,True,380,157,144
023720,True,True,True,380,140,457
023730,True,True,False,380,127,0
023740,True,True,False,380,113,0
023750,True,True,False,380,98,0
023760,True,True,False,380,91,0
023770,True,True,False,380,88,0
023780,True,True,False,380,42,0
023790,True,True,False,380,62,0
023800,True,True,False,380,70,15
023810,True,True,False,819,70,24
023820,True,True,False,97,98,29
023830,True,True,False,140,130,29
023840,True,True,True,73,282,47
023850,False,True,True,0,132,95
023860,False,True,True,0,688,311
023870,False,False,True,0,0,4318
023880,False,False,False,0,0,0
023890,False,False,False,0,0,0
023900,False,False,False,0,0,0
023910,False,False,False,0,0,0
023920,False,False,False,0,0,0
023930,False,False,False,0,0,0
023940,False,False,False,0,0,25
023950,False,False,True,0,0,43
023960,False,False,True,0,0,150
023970,False,False,True,2,0,3760
023980,False,False,False,0,0,3
023990,False,False,False,0,0,6
024000,False,False,False,0,0,8
024010,False,False,False,0,7,16
024020,False,False,True,0,0,94
024030,False,False,True,0,0,164
024040,False,False,True,0,0,247
024050,False,False,True,0,0,128
024060,False,False,True,0,0,183
024070,False,False,True,0,0,281
024080,False,False,True,0,0,501
024090,False,False,True,15,27,8755
024100,False,False,True,14,38,54
024110,False,True,True,37,101,77
024120,False,True,True,39,436,114
024130,True,False,True,60,0,172
024140,True,False,True,111,0,276
024150,True,False,True,306,0,1070
024160,True,False,True,376,0,1528
024170,True,False,True,376,0,1218
024180,True,False,True,376,0,733
024190,True,False,True,376,0,1500
024200,True,False,True,376,0,1815
024210,True,False,True,376,0,906
024220,True,False,True,376,0,2489
024230,True,False,True,376,0,62
024240,True,False,True,376,0,62
024250,True,False,True,376,0,62
024260,True,False,True,525,0,54
024270,True,False,True,91,0,67
024280,True,False,True,125,0,66
024290,True,False,True,237,0,68
024300,True,True,True,249,202,317
024310,False,True,True,27,422,406
024320,True,False,True,40,32,1107
024330,True,True,True,61,55,2722
024340,True,True,True,91,91,8002
024350,True,True,True,122,125,16024
024360,True,True,True,122,138,16022
024370,True,True,True,122,157,16022
024380,True,True,True,122,187,16022
024390,True,True,True,122,212,16022
024400,True,True,True,122,241,16022
024410,True,True,True,122,293,16022
024420,True,True,True,122,388,16022
024430,True,True,True,122,478,16097
024440,True,True,True,122,658,16186
024450,True,True,True,122,151,16151
024460,True,False,True,122,0,16397
024470,True,False,True,122,0,16593
024480,True,False,True,122,0,16703
024490,True,False,True,122,0,16325
024500,True,False,True,122,0,16022
024510,True,False,True,122,0,16022
024520,True,False,True,122,0,16022
024530,True,False,True,122,0,16022
024540,True,False,True,122,0,16022
024550,True,False,True,122,0,16022
024560,True,False,True,123,0,14828
024570,True,False,True,124,1,6438
024580,True,False,True,170,6,4176
024590,True,False,True,522,6,3761
024600,False,False,True,22,2,3809
024610,False,False,True,26,3,5084
024620,True,False,True,41,6,6859
024630,True,False,True,46,15,569
024640,True,False,True,202,0,1766
024650,True,False,True,40,0,3808
024660,True,False,True,43,0,9947
024670,True,False,True,48,0,11859
024680,True,False,True,69,0,5399
024690,True,False,True,100,0,6549
024700,True,False,True,122,0,13422
024710,True,False,True,124,0,13481
024720,True,False,True,124,0,13888
024730,True,False,True,124,0,13969
024740,True,False,True,124,0,14184
024750,True,False,True,124,0,14638
024760,True,False,True,124,0,14488
024770,True,False,True,124,0,15311
024780,True,False,True,124,0,17761
024790,True,False,True,124,0,24259
024800,True,False,True,124,0,21140
024810,True,False,True,124,0,21013
024820,True,False,True,124,0,21014
024830,True,False,True,124,0,21014
024840,True,False,True,124,0,21014
024850,True,False,True,124,0,21014
024860,True,False,True,124,0,20918
024870,True,False,True,124,0,13731
024880,True,False,True,181,0,5395
024890,True,False,True,479,0,4797
024900,True,False,True,3597,0,4389
024910,True,False,True,85,0,6498
024920,True,False,False,212,0,0
024930,False,False,False,0,0,0
024940,False,False,False,13,0,0
024950,False,False,False,18,0,0
024960,True,False,False,49,0,0
024970,True,False,False,121,0,0
024980,True,False,False,381,0,0
024990,True,False,False,370,0,0
025000,True,False,False,370,0,0
025010,True,False,False,370,0,0
025020,True,False,False,370,0,0
025030,True,False,False,370,0,0
025040,True,False,False,370,0,0
025050,True,False,True,370,0,98
025060,True,False,True,370,0,410
025070,True,False,True,370,0,444
025080,True,False,True,370,0,516
025090,True,False,True,370,0,1797
025100,True,False,True,370,0,375
025110,True,False,False,370,0,0
025120,True,False,False,370,0,0
025130,True,False,False,370,0,0
025140,True,False,False,370,0,0
025150,True,False,False,370,0,0
025160,True,False,False,370,0,0
025170,True,False,False,370,0,0
025180,True,False,False,370,0,0
025190,True,False,True,370,0,839
025200,True,False,True,370,0,1147
025210,True,False,True,370,0,1896
025220,True,False,True,370,0,11020
025230,True,False,True,370,0,1072
025240,True,False,True,370,0,922
025250,True,False,True,370,0,225
025260,True,False,False,370,0,0
025270,True,False,False,370,0,0
025280,True,False,False,370,0,0
025290,True,False,False,370,0,0
025300,True,False,False,370,0,0
